dataset;id;label;datatype;mandatory;decimals;minlength;maxlength;formatname;contentlength;id_;categorical;value_labels;cols_abb
eot;eototh;If other, please specify;text;TRUE;NA;1;NA;NA;0;EOTOTH;0;;c
eos;eosyn;Did the participant complete the study according to protocol?;text;TRUE;NA;1;NA;YNFMT;3;EOSYN;1;;c
eos;eosyncd;Did the participant complete the study according to protocol? - Code;integer;TRUE;NA;1;NA;YNFMT;1;EOSYNCD;2;;i
eos;eosdat;Completion / discontinuation date;date;TRUE;NA;1;NA;NA;10;EOSDAT;0;;c
eos;eosreas;Reason for discontinuation;text;TRUE;NA;NA;NA;EOSFMT;46;EOSREAS;1;;c
eos;eosreascd;Reason for discontinuation - Code;integer;TRUE;NA;NA;NA;EOSFMT;2;EOSREASCD;2;;i
eos;eosspe;If other, please specify;text;TRUE;NA;1;NA;NA;0;EOSSPE;0;;c
eos;eosdtdat;Date of death;date;TRUE;NA;1;NA;NA;10;EOSDTDAT;0;;c
eos;eosdth;Cause of death;text;TRUE;NA;1;NA;EOSCDFMT;19;EOSDTH;1;;c
eos;eosdthcd;Cause of death - Code;integer;TRUE;NA;1;NA;EOSCDFMT;2;EOSDTHCD;2;;i
eos;eospddat;Date of progression;date;TRUE;NA;1;NA;NA;10;EOSPDDAT;0;;c
eos;eosaechk;The following Adverse Events are currently registered as ongoing, check if any of them should be updated;text;FALSE;NA;1;NA;NA;4;EOSAECHK;0;;c
eos;eosaeyes1;The Adverse Events above have been checked and if applicable updated 1;text;TRUE;NA;1;NA;YESFMT;3;EOSAEYES1;1;;c
eos;eosaeyes1cd;The Adverse Events above have been checked and if applicable updated 1 - Code;integer;TRUE;NA;1;NA;YESFMT;1;EOSAEYES1CD;2;;i
eos;eoscmchk;The following Concomitant Medications are currently registered as ongoing, check if any of them should be updated;text;FALSE;NA;1;NA;NA;29;EOSCMCHK;0;;c
eos;eoscmyes1;The Concomitant Medications above have been checked and if applicable updated 1;text;TRUE;NA;1;NA;YESFMT;3;EOSCMYES1;1;;c
eos;eoscmyes1cd;The Concomitant Medications above have been checked and if applicable updated 1 - Code;integer;TRUE;NA;1;NA;YESFMT;1;EOSCMYES1CD;2;;i
ae;aespid;AE number;double;TRUE;0;1;NA;NA;1;AESPID;0;;d
ae;aeterm;Adverse Event term;text;TRUE;NA;1;NA;NA;46;AETERM;0;;c
ae;aestdat;AE Start Date;date;TRUE;NA;NA;NA;NA;10;AESTDAT;0;;c
ae;aeongo;Is the Adverse Event ongoing?;text;TRUE;NA;1;NA;YNFMT;3;AEONGO;1;;c
ae;aeongocd;Is the Adverse Event ongoing? - Code;integer;TRUE;NA;1;NA;YNFMT;1;AEONGOCD;2;;i
ae;aeendat;AE End Date;date;TRUE;NA;NA;NA;NA;10;AEENDAT;0;;c
ae;aetoxgri;What was the initial CTCAE grade of the Adverse Event?;text;TRUE;NA;1;NA;SEVCFMT;8;AETOXGRI;1;;c
ae;aetoxgricd;What was the initial CTCAE grade of the Adverse Event? - Code;integer;TRUE;NA;1;NA;SEVCFMT;1;AETOXGRICD;2;;i
ae;aesev;What is the initial severity of the AE when CTCAE term not found;text;FALSE;NA;1;NA;SEVFMT;0;AESEV;1;;c
ae;aesevcd;What is the initial severity of the AE when CTCAE term not found - Code;integer;FALSE;NA;1;NA;SEVFMT;0;AESEVCD;2;;i
ae;aetoxgre;What was the most extreme CTCAE grade of the Adverse Event?;text;TRUE;NA;1;NA;SEVCTFMT;16;AETOXGRE;1;;c
ae;aetoxgrecd;What was the most extreme CTCAE grade of the Adverse Event? - Code;integer;TRUE;NA;1;NA;SEVCTFMT;1;AETOXGRECD;2;;i
ae;aeseve;What is the most severe severity of the AE when CTCA term not found;text;FALSE;NA;1;NA;SEVFMT;0;AESEVE;1;;c
ae;aesevecd;What is the most severe severity of the AE when CTCA term not found - Code;integer;FALSE;NA;1;NA;SEVFMT;0;AESEVECD;2;;i
ae;aesdth;Results in death;text;TRUE;NA;1;NA;YNFMT;3;AESDTH;1;;c
ae;aesdthcd;Results in death - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESDTHCD;2;;i
ae;aeslife;Is immediately life-threatening;text;TRUE;NA;1;NA;YNFMT;2;AESLIFE;1;;c
ae;aeslifecd;Is immediately life-threatening - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESLIFECD;2;;i
ae;aeshosp;Requires in-patient hospitalization or prolongation of existing hospitalization;text;TRUE;NA;1;NA;YNFMT;3;AESHOSP;1;;c
ae;aeshospcd;Requires in-patient hospitalization or prolongation of existing hospitalization - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESHOSPCD;2;;i
ae;aesdisab;Results in persistent or significant disability or incapacity;text;TRUE;NA;1;NA;YNFMT;2;AESDISAB;1;;c
ae;aesdisabcd;Results in persistent or significant disability or incapacity - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESDISABCD;2;;i
ae;aescong;Is a congenital abnormality or birth defect;text;TRUE;NA;1;NA;YNFMT;2;AESCONG;1;;c
ae;aescongcd;Is a congenital abnormality or birth defect - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESCONGCD;2;;i
ae;aesmie;Is an important medical event that may jeopardize the participant or may require medical intervention to prevent one of the outcomes listed above;text;TRUE;NA;1;NA;YNFMT;3;AESMIE;1;;c
ae;aesmiecd;Is an important medical event that may jeopardize the participant or may require medical intervention to prevent one of the outcomes listed above - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESMIECD;2;;i
ae;aeser;Was the Adverse Event serious (SAE)?;text;TRUE;NA;1;NA;YNFMT;3;AESER;1;;c
ae;aesercd;Was the Adverse Event serious (SAE)? - Code;integer;TRUE;NA;1;NA;YNFMT;1;AESERCD;2;;i
ae;saestdat;What is the date the Adverse Event became serious?;date;TRUE;NA;1;NA;NA;10;SAESTDAT;0;;c
ae;dthdat;Death Date;date;TRUE;NA;1;NA;NA;10;DTHDAT;0;;c
ae;aerel;Was this Adverse Event related to study treatment?;text;TRUE;NA;1;NA;AERELFMT;16;AEREL;1;;c
ae;aerelcd;Was this Adverse Event related to study treatment? - Code;integer;TRUE;NA;1;NA;AERELFMT;2;AERELCD;2;;i
ae;aeacn;What action was taken with study treatment?;text;TRUE;NA;1;NA;ACTFMT;16;AEACN;1;;c
ae;aeacncd;What action was taken with study treatment? - Code;integer;TRUE;NA;1;NA;ACTFMT;2;AEACNCD;2;;i
ae;aeacnoth;What other action was taken?;text;FALSE;NA;1;NA;NA;92;AEACNOTH;0;;c
ae;aedis;Did the Adverse Event cause the participant to be discontinued from the study?;text;TRUE;NA;1;NA;YNFMT;3;AEDIS;1;;c
ae;aediscd;Did the Adverse Event cause the participant to be discontinued from the study? - Code;integer;TRUE;NA;1;NA;YNFMT;1;AEDISCD;2;;i
ae;aecontrt1;Was a concomitant or additional treatment given due to this Adverse Event? 1;text;TRUE;NA;1;NA;TRTFMT;9;AECONTRT1;1;;c
ae;aecontrt1cd;Was a concomitant or additional treatment given due to this Adverse Event? 1 - Code;integer;TRUE;NA;1;NA;TRTFMT;1;AECONTRT1CD;2;;i
ae;aecontrt2;Was a concomitant or additional treatment given due to this Adverse Event? 2;text;TRUE;NA;1;NA;TRTFMT;10;AECONTRT2;1;;c
ae;aecontrt2cd;Was a concomitant or additional treatment given due to this Adverse Event? 2 - Code;integer;TRUE;NA;1;NA;TRTFMT;1;AECONTRT2CD;2;;i
ae;aecontrt0;Was a concomitant or additional treatment given due to this Adverse Event? 0;text;TRUE;NA;1;NA;TRTFMT;4;AECONTRT0;1;;c
ae;aecontrt0cd;Was a concomitant or additional treatment given due to this Adverse Event? 0 - Code;integer;TRUE;NA;1;NA;TRTFMT;1;AECONTRT0CD;2;;i
ae;aeout;What was the outcome of this Adverse Event?;text;TRUE;NA;1;NA;AEOUTFMT;32;AEOUT;1;;c
ae;aeoutcd;What was the outcome of this Adverse Event? - Code;integer;TRUE;NA;1;NA;AEOUTFMT;1;AEOUTCD;2;;i
ae;saecom;Narratives;text;FALSE;NA;1;NA;NA;638;SAECOM;0;;c
ae;saeconf1;1;text;TRUE;NA;1;NA;AESAEFMT;90;SAECONF1;1;;c
ae;saeconf1cd;1 - Code;integer;TRUE;NA;1;NA;AESAEFMT;1;SAECONF1CD;2;;i
ae;saerdat;Date of reportDate received information of SAE;date;TRUE;NA;1;NA;NA;10;SAERDAT;0;;c
ae;saename;Name of reporter;text;TRUE;NA;1;NA;NA;25;SAENAME;0;;c
ae;saerel;Was this Adverse Event related to study treatment? (MM);text;TRUE;NA;1;NA;AERE2FMT;16;SAEREL;1;;c
ae;saerelcd;Was this Adverse Event related to study treatment? (MM) - Code;integer;TRUE;NA;1;NA;AERE2FMT;1;SAERELCD;2;;i
ae;saeexp;Was the SAE expected or unexpected? (MM);text;TRUE;NA;1;NA;AEEXPFMT;10;SAEEXP;1;;c
ae;saeexpcd;Was the SAE expected or unexpected? (MM) - Code;integer;TRUE;NA;1;NA;AEEXPFMT;1;SAEEXPCD;2;;i
mh;mhspid;MH number;double;TRUE;0;1;NA;NA;1;MHSPID;0;;d
mh;mhterm;Medical condition or event term In English, one diagnosis per form;text;TRUE;NA;1;NA;NA;43;MHTERM;0;;c
mh;mhstdat;Medical condition or event start dateIf full date is unknown, please estimate a year or year/month;date;TRUE;NA;1;NA;NA;10;MHSTDAT;0;;c
mh;mhstyruk1;Medical condition or event start year unknown 1;text;TRUE;NA;1;NA;YES2FMT;1;MHSTYRUK1;1;;c
mh;mhstyruk1cd;Medical condition or event start year unknown 1 - Code;integer;TRUE;NA;1;NA;YES2FMT;1;MHSTYRUK1CD;2;;i
mh;mhongo;Is the medical condition or event ongoing?;text;TRUE;NA;1;NA;YNFMT;3;MHONGO;1;;c
mh;mhongocd;Is the medical condition or event ongoing? - Code;integer;TRUE;NA;1;NA;YNFMT;1;MHONGOCD;2;;i
mh;mhendat;Medical condition or event end date;date;TRUE;NA;1;NA;NA;10;MHENDAT;0;;c
mh;mhenyruk1;Medical condition or event end year unknown 1;text;TRUE;NA;1;NA;YES2FMT;1;MHENYRUK1;1;;c
mh;mhenyruk1cd;Medical condition or event end year unknown 1 - Code;integer;TRUE;NA;1;NA;YES2FMT;1;MHENYRUK1CD;2;;i
cm;cmspid;CM number;double;TRUE;0;1;NA;NA;2;CMSPID;0;;d
cm;cmtrt;Medication name;text;TRUE;NA;1;NA;NA;31;CMTRT;0;;c
cm;cmindc;Indication;text;TRUE;NA;1;NA;NA;65;CMINDC;0;;c
cm;cmae;Was the medication taken due to an Adverse Event?;text;TRUE;NA;1;NA;YNFMT;3;CMAE;1;;c
cm;cmaecd;Was the medication taken due to an Adverse Event? - Code;integer;TRUE;NA;1;NA;YNFMT;1;CMAECD;2;;i
cm;cmaeno;AE ID;text;TRUE;NA;1;NA;NA;2;CMAENO;0;;c
cm;cmmh;Was the medication taken due to a Medical History condition or event?;text;TRUE;NA;1;NA;YNFMT;3;CMMH;1;;c
cm;cmmhcd;Was the medication taken due to a Medical History condition or event? - Code;integer;TRUE;NA;1;NA;YNFMT;1;CMMHCD;2;;i
cm;cmmhno;Specify MH Identifier;text;TRUE;NA;1;NA;NA;1;CMMHNO;0;;c
cm;cmdose;Individual dose of medication;text;TRUE;NA;1;NA;NA;11;CMDOSE;0;;c
cm;cmdosu;Dose unit;text;TRUE;NA;1;NA;CMDOSFMT;15;CMDOSU;1;;c
cm;cmdosucd;Dose unit - Code;integer;TRUE;NA;1;NA;CMDOSFMT;2;CMDOSUCD;2;;i
cm;cmdosuo;Other dose unit;text;TRUE;NA;1;NA;NA;19;CMDOSUO;0;;c
cm;cmdosfrq;Frequency;text;TRUE;NA;1;NA;CMFRQFMT;23;CMDOSFRQ;1;;c
cm;cmdosfrqcd;Frequency - Code;integer;TRUE;NA;1;NA;CMFRQFMT;2;CMDOSFRQCD;2;;i
cm;cmdosfro;Other frequency;text;TRUE;NA;1;NA;NA;51;CMDOSFRO;0;;c
cm;cmroute;Route of administration;text;TRUE;NA;1;NA;CMRTFMT;12;CMROUTE;1;;c
cm;cmroutecd;Route of administration - Code;integer;TRUE;NA;1;NA;CMRTFMT;2;CMROUTECD;2;;i
cm;cmrouteo;Other route of administration;text;TRUE;NA;1;NA;NA;13;CMROUTEO;0;;c
cm;cmstdat;CM start date;date;TRUE;NA;1;NA;NA;10;CMSTDAT;0;;c
cm;cmstyruk1;Medication start year unknown 1;text;TRUE;NA;1;NA;YES2FMT;1;CMSTYRUK1;1;;c
cm;cmstyruk1cd;Medication start year unknown 1 - Code;integer;TRUE;NA;1;NA;YES2FMT;1;CMSTYRUK1CD;2;;i
cm;cmongo;CM ongoing?;text;TRUE;NA;1;NA;YNFMT;3;CMONGO;1;;c
cm;cmongocd;CM ongoing? - Code;integer;TRUE;NA;1;NA;YNFMT;1;CMONGOCD;2;;i
cm;cmendat;CM end date;date;TRUE;NA;1;NA;NA;10;CMENDAT;0;;c
ct;ctspid;Treatment Identifier;double;TRUE;0;1;NA;NA;1;CTSPID;0;;d
ct;cttrttim;Time of treatment;text;TRUE;NA;1;NA;TIMTFMT;22;CTTRTTIM;1;;c
ct;cttrttimcd;Time of treatment - Code;integer;TRUE;NA;1;NA;TIMTFMT;1;CTTRTTIMCD;2;;i
ct;cttype;Type of treatment;text;TRUE;NA;1;NA;CTRTFMT;20;CTTYPE;1;;c
ct;cttypecd;Type of treatment - Code;integer;TRUE;NA;1;NA;CTRTFMT;2;CTTYPECD;2;;i
ct;cttypdes;Description of treatment;text;TRUE;NA;1;NA;NA;45;CTTYPDES;0;;c
ct;ctlesno;Please specify the id. number(s) of lesion(s) if relevant;text;FALSE;NA;1;NA;NA;34;CTLESNO;0;;c
ct;ctcomm;Comment(optional);text;FALSE;NA;1;NA;NA;48;CTCOMM;0;;c
ct;ctstdat;Start date;date;TRUE;NA;1;NA;NA;10;CTSTDAT;0;;c
ct;ctongo;Ongoing at end of study;text;TRUE;NA;1;NA;YNFMT;3;CTONGO;1;;c
ct;ctongocd;Ongoing at end of study - Code;integer;TRUE;NA;1;NA;YNFMT;1;CTONGOCD;2;;i
ct;ctendat;Stop date;date;TRUE;NA;1;NA;NA;10;CTENDAT;0;;c
ct;ctcycle;No. of cycles;double;FALSE;0;1;NA;NA;2;CTCYCLE;0;;d
dp;dpdat;Disease progression date;date;TRUE;NA;1;NA;NA;10;DPDAT;0;;c
dp;dpdistat;Disease status;text;TRUE;NA;1;NA;DPROGFMT;36;DPDISTAT;1;;c
dp;dpdistatcd;Disease status - Code;integer;TRUE;NA;1;NA;DPROGFMT;1;DPDISTATCD;2;;i
dp;dpcomm;Comment(optional);text;FALSE;NA;1;NA;NA;21;DPCOMM;0;;c
dv;dvspid;PD no.;double;TRUE;0;1;NA;NA;2;DVSPID;0;;d
dv;dvrepby;Reported by;text;TRUE;NA;1;NA;PDREPFMT;12;DVREPBY;1;;c
dv;dvrepbycd;Reported by - Code;integer;TRUE;NA;1;NA;PDREPFMT;1;DVREPBYCD;2;;i
dv;dvterm;Description of deviation;text;FALSE;NA;1;NA;NA;270;DVTERM;0;;c
dv;dvdat;Date of Protocol Deviation;date;FALSE;NA;1;NA;NA;10;DVDAT;0;;c
dv;dvcat;Protocol Deviation category;text;FALSE;NA;1;NA;PDCATFMT;33;DVCAT;1;;c
dv;dvcatcd;Protocol Deviation category - Code;integer;FALSE;NA;1;NA;PDCATFMT;2;DVCATCD;2;;i
dv;dvcatoth;Please specify;text;FALSE;NA;1;NA;NA;0;DVCATOTH;0;;c
dv;dvnamrep;Name of reporter;text;TRUE;NA;1;NA;NA;16;DVNAMREP;0;;c
dv;dvrepdat;Date of report;date;FALSE;NA;1;NA;NA;10;DVREPDAT;0;;c
dv;dvalpi1;1;text;TRUE;NA;1;NA;DVALFMT;56;DVALPI1;1;;c
dv;dvalpi1cd;1 - Code;integer;TRUE;NA;1;NA;DVALFMT;1;DVALPI1CD;2;;i
dv;dvnampi;Name of Principal Investigator;text;TRUE;NA;1;NA;NA;24;DVNAMPI;0;;c
dv;dvpidat;Date of Principal Investigator's approval;date;TRUE;NA;1;NA;NA;10;DVPIDAT;0;;c
dv;dvalpl1;1;text;TRUE;NA;1;NA;DVAL2FMT;83;DVALPL1;1;;c
dv;dvalpl1cd;1 - Code;integer;TRUE;NA;1;NA;DVAL2FMT;1;DVALPL1CD;2;;i
dv;dvplack;Deviation acknowledged?;text;TRUE;NA;1;NA;YNFMT;3;DVPLACK;1;;c
dv;dvplackcd;Deviation acknowledged? - Code;integer;TRUE;NA;1;NA;YNFMT;1;DVPLACKCD;2;;i
dv;dvplocc;Previous occurrence?;text;TRUE;NA;1;NA;YNFMT;3;DVPLOCC;1;;c
dv;dvplocccd;Previous occurrence? - Code;integer;TRUE;NA;1;NA;YNFMT;1;DVPLOCCCD;2;;i
dv;dvplclas;Deviation classification;text;TRUE;NA;1;NA;PDCAPFMT;13;DVPLCLAS;1;;c
dv;dvplclascd;Deviation classification - Code;integer;TRUE;NA;1;NA;PDCAPFMT;1;DVPLCLASCD;2;;i
dv;dvpliec;Reported to ethics committee (REC)?;text;TRUE;NA;1;NA;YNFMT;0;DVPLIEC;1;;c
dv;dvplieccd;Reported to ethics committee (REC)? - Code;integer;TRUE;NA;1;NA;YNFMT;0;DVPLIECCD;2;;i
dv;dvplaut;Reported to regulatory authority (NoMA)?;text;TRUE;NA;1;NA;YNFMT;0;DVPLAUT;1;;c
dv;dvplautcd;Reported to regulatory authority (NoMA)? - Code;integer;TRUE;NA;1;NA;YNFMT;0;DVPLAUTCD;2;;i
dv;dvplass;Root cause and Impact Assessment;text;TRUE;NA;1;NA;NA;0;DVPLASS;0;;c
dv;dvplact;Corrective Action;text;TRUE;NA;1;NA;NA;0;DVPLACT;0;;c
dv;dvplpact;Preventive Action;text;TRUE;NA;1;NA;NA;0;DVPLPACT;0;;c
dv;dvpleff;Verification of Effectiveness of Corrective Action;text;TRUE;NA;1;NA;NA;0;DVPLEFF;0;;c
dv;dvpldat;Date CAPA closed;date;TRUE;NA;1;NA;NA;0;DVPLDAT;0;;c
co;cospid;Comment number;double;TRUE;0;1;NA;NA;1;COSPID;0;;d
co;covisid;Visit;text;TRUE;NA;1;NA;COVIDFMT;30;COVISID;1;;c
co;covisidcd;Visit - Code;integer;TRUE;NA;1;NA;COVIDFMT;1;COVISIDCD;2;;i
co;coformid;Form;text;TRUE;NA;1;NA;COFIDFMT;17;COFORMID;1;;c
co;coformidcd;Form - Code;integer;TRUE;NA;1;NA;COFIDFMT;2;COFORMIDCD;2;;i
co;comment;Comment;text;TRUE;NA;1;NA;NA;318;COMMENT;NA;;c
mri;mrrvtyn;Mean relative vortex area performed?;text;TRUE;NA;1;NA;YN2FMT;2;MRRVTYN;1;;c
mri;mrrvtyncd;Mean relative vortex area performed? - Code;integer;TRUE;NA;1;NA;YN2FMT;1;MRRVTYNCD;2;;i
mri;mrrvtnd;Reason not performed;text;TRUE;NA;1;NA;NA;29;MRRVTND;0;;c
mri;mrrvt;Mean relative vortex area;double;TRUE;6;1;NA;NA;0;MRRVT;0;;d
mri;mrdtrvyn;Mean tissue relative viscosity performed?;text;TRUE;NA;1;NA;YN2FMT;3;MRDTRVYN;1;;c
mri;mrdtrvyncd;Mean tissue relative viscosity performed? - Code;integer;TRUE;NA;1;NA;YN2FMT;1;MRDTRVYNCD;2;;i
mri;mrdtrvnd;Reason not performed;text;TRUE;NA;1;NA;NA;0;MRDTRVND;0;;c
mri;mrdtrv;Mean tissue relative viscosity;double;TRUE;6;1;NA;NA;5;MRDTRV;0;;d
mri;mrdteyn;Mean tissue elasticity performed?;text;TRUE;NA;1;NA;YN2FMT;3;MRDTEYN;1;;c
mri;mrdteyncd;Mean tissue elasticity performed? - Code;integer;TRUE;NA;1;NA;YN2FMT;1;MRDTEYNCD;2;;i
mri;mrdtend;Reason not performed;text;TRUE;NA;1;NA;NA;0;MRDTEND;0;;c
mri;mrdte;Mean tissue elasticity;double;TRUE;6;1;NA;NA;5;MRDTE;0;;d
mri;mrvis;MRI Visit Identifier;text;TRUE;NA;1;NA;NA;30;MRVIS;0;;c
